label,text
dev,"I pushed my latest changes to GitHub, it's mostly frontend."
nondev,I have too many tabs open in my mind.
nondev,We drank a strong Java coffee blend this morning.
dev,I feel so happy when my docker code runs without errors.
nondev,Lately I've been reading a lot of books about school.
nondev,Have you ever traveled abroad?
nondev,My dog always wakes me up early in the morning.
nondev,I try to exercise every morning to stay healthy.
dev,"Honestly, I think message queue is underrated compared to other languages."
dev,I could talk about vscode for hours with other devs.
dev,The deployment failed halfway through and rolled everything back.
dev,I could talk about linux for hours with other devs.
dev,"I pushed my latest changes to GitHub, it's mostly react."
dev,The new feature was implemented using design patterns.
nondev,I hate watching things related to relationships.
dev,I usually develop on Linux when I write c++.
dev,Nothing is more satisfying than passing all tests in message queue.
nondev,My dog always wakes me up early in the morning.
nondev,I get so happy when I see my friends after a long time.
nondev,I wish I could just reset everything and start with a clean install.
nondev,I like spending time outdoors when the weather is nice.
nondev,I'm trying to spend less time on social media.
dev,Do you write your unit tests in java as well?
dev,I could talk about node.js for hours with other devs.
dev,Our team is refactoring a huge legacy project in mongodb.
dev,This linux library made my life so much easier.
nondev,Have you ever traveled abroad?
nondev,Lately I've been feeling more motivated to exercise.
dev,I have been using design patterns for three years at my job.
dev,What framework do you prefer when working with fullstack?
dev,Someone merged into main without a review and now we are in trouble.
nondev,Have you read any good books recently?
nondev,I bought some new clothes yesterday.
dev,I keep getting timeout errors from the service I'm integrating with.
nondev,I try to exercise every morning to stay healthy.
nondev,The database of my memories feels corrupted sometimes.
dev,Do you think django is a good language for beginners?
nondev,I miss the days when life felt simpler.
nondev,I feel like my energy levels are running on low battery.
dev,How do you organize your js project structure?
dev,We manage our deployments using microservices.
dev,Everyone keeps talking about docker compose these days at the office.
dev,I pushed something and everything broke in production.
nondev,Do you enjoy spending time with your family?
dev,I really like working with git.
nondev,I get so happy when I see my friends after a long time.
nondev,The weather today makes me want to stay in bed.
dev,We expose our service through a REST API built with junit.
nondev,"The algorithm of my daily routine is simple: eat, work, sleep, repeat."
nondev,I'm trying to spend less time on social media.
dev,I stared at the screen for hours until the solution finally clicked.
nondev,I'm saving money for a big vacation.
nondev,I feel like my energy levels are running on low battery.
nondev,I really need to clean my room.
nondev,I'm debugging my relationship problems lately.
nondev,I enjoy listening to music while I clean the house.
dev,Today I spent hours debugging a weird issue in intellij.
dev,The performance of this api function is terrible.
nondev,Do you like watching things about fitness?
dev,I need to optimize this intellij loop.
dev,"debugging sometimes makes me want to scream, but I still use it every day."
nondev,Lately I've been feeling more motivated to exercise.
nondev,I have too many tabs open in my mind.
dev,I am tired of working with linux.
dev,I am still learning working with python.
nondev,I'm learning how to cook different kinds of food.
dev,The deployment failed halfway through and rolled everything back.
dev,Our team is refactoring a huge legacy project in spring.
dev,"The code worked yesterday, but now nothing makes sense at all."
nondev,Have you tried any new restaurants lately?
nondev,I get emotional when I listen to certain songs.
nondev,Nothing makes me happier than a quiet evening at home.
dev,What is the best way to learn intellij?
nondev,I really need to clean my room.
dev,Have you ever deployed a ide app to production?
dev,I wrote a bunch of unit tests in database this morning.
dev,Most of our microservices run inside Docker with bug.
dev,Today I spent hours debugging a weird issue in django.
dev,Someone merged into main without a review and now we are in trouble.
nondev,Lately I've been feeling more motivated to exercise.
dev,My build pipeline keeps failing and I have no idea why.
nondev,What is your favorite place to relax?
nondev,My friends and I are planning a movie night.
nondev,I'm trying to eat healthier and cook more at home.
nondev,I feel nervous about watching things related to fashion.
nondev,I'm looking for a new hobby to try.
dev,I feel so happy when my ide code runs without errors.
nondev,I usually spend my weekends with my family.
dev,The tests passed locally but fail on the server and it's driving me crazy.
dev,I pushed something and everything broke in production.
nondev,I get emotional when I listen to certain songs.
nondev,Sometimes I stay up too late watching videos online.
nondev,My schedule is full of bugs I need to fix.
nondev,The weather today makes me want to stay in bed.
dev,I pushed something and everything broke in production.
dev,I stared at the screen for hours until the solution finally clicked.
dev,"Honestly, I think c++ is underrated compared to other languages."
nondev,I'm saving money for a big vacation.
dev,The deployment failed halfway through and rolled everything back.
dev,Our backend is written in fullstack.
nondev,Lately I've been reading a lot of books about school.
dev,The new feature was implemented using tests.
nondev,Nothing makes me happier than a quiet evening at home.
dev,We manage our deployments using redis.
nondev,I enjoy listening to music while I clean the house.
nondev,We went to the beach last weekend and it was amazing.
dev,The deployment failed halfway through and rolled everything back.
dev,I need to optimize this message queue loop.
nondev,Sometimes I stay up too late watching videos online.
nondev,The design patterns on this rug are really beautiful.
dev,We're migrating our old codebase to python.
dev,Everyone keeps talking about bug these days at the office.
dev,"I pushed my latest changes to GitHub, it's mostly postgres."
